Sample,Analyte,Element,HT, ,units,rep,4/18/2024,15:28:15
180031-1,1,Na,1,4.56,mg/L,1,4/18/2024,16:27:43
180031-1,1,Ni,1,0.000,mg/L,1,4/18/2024,16:27:43
180031-1,1,P,1,0.009,mg/L,1,4/18/2024,16:27:43
180031-1,1,S,1,0.52,mg/L,1,4/18/2024,16:27:43
180031-1,1,Sc,1,Uncal,mg/L,1,4/18/2024,16:27:43
180031-1,1,Si,1,17.100,mg/L,1,4/18/2024,16:27:43
180031-1,1,Sn,1,0.001,mg/L,1,4/18/2024,16:27:43
180031-1,1,Sr,1,0.05,mg/L,1,4/18/2024,16:27:43
180031-1,1,Ti,1,0.000,mg/L,1,4/18/2024,16:27:43
180031-1,1,V,1,0.000,mg/L,1,4/18/2024,16:27:43
180031-1,1,W,1,-0.001,mg/L,1,4/18/2024,16:27:43
180031-1,1,Zn,1,0.0816,mg/L,1,4/18/2024,16:27:43
180031-2,1,Ag,1,0.000,mg/L,1,4/18/2024,16:30:25
180031-2,1,Al,1,0.189,mg/L,1,4/18/2024,16:30:25
180031-2,1,Au,1,Uncal,mg/L,1,4/18/2024,16:30:25
180031-2,1,B,1,0.702,mg/L,1,4/18/2024,16:30:25
180031-2,1,Ba,1,0.0007,mg/L,1,4/18/2024,16:30:25
180031-2,1,Be,1,0.000,mg/L,1,4/18/2024,16:30:25
180031-2,1,Ca,1,-0.007,mg/L,1,4/18/2024,16:30:25
180031-2,1,Co,1,-0.0001,mg/L,1,4/18/2024,16:30:25
180031-2,1,Cr,1,0.0004,mg/L,1,4/18/2024,16:30:25
180031-2,1,Cu,1,0.013,mg/L,1,4/18/2024,16:30:25
180031-2,1,Fe,1,0.090,mg/L,1,4/18/2024,16:30:25
180031-2,1,K,1,0.28,mg/L,1,4/18/2024,16:30:25
180031-2,1,La,1,Uncal,mg/L,1,4/18/2024,16:30:25
180031-2,1,Mg,1,0.01,mg/L,1,4/18/2024,16:30:25
180031-2,1,Mn,1,0.001,mg/L,1,4/18/2024,16:30:25
180031-2,1,Mo,1,0.000,mg/L,1,4/18/2024,16:30:25
180031-2,1,Na,1,13.63,mg/L,1,4/18/2024,16:30:25
180031-2,1,Ni,1,0.000,mg/L,1,4/18/2024,16:30:25
180031-2,1,P,1,0.001,mg/L,1,4/18/2024,16:30:25
180031-2,1,S,1,0.47,mg/L,1,4/18/2024,16:30:25
180031-2,1,Sc,1,Uncal,mg/L,1,4/18/2024,16:30:25
180031-2,1,Si,1,14.900,mg/L,1,4/18/2024,16:30:25
180031-2,1,Sn,1,0.002,mg/L,1,4/18/2024,16:30:25
180031-2,1,Sr,1,0.00,mg/L,1,4/18/2024,16:30:25
180031-2,1,Ti,1,0.001,mg/L,1,4/18/2024,16:30:25
180031-2,1,V,1,0.000,mg/L,1,4/18/2024,16:30:25
180031-2,1,W,1,0.002,mg/L,1,4/18/2024,16:30:25
180031-2,1,Zn,1,0.0159,mg/L,1,4/18/2024,16:30:25
180032-1,1,Ag,1,0.001,mg/L,1,4/18/2024,16:33:08
180032-1,1,Al,1,0.182,mg/L,1,4/18/2024,16:33:08
180032-1,1,Au,1,Uncal,mg/L,1,4/18/2024,16:33:08
180032-1,1,B,1,0.664,mg/L,1,4/18/2024,16:33:08
180032-1,1,Ba,1,0.0766,mg/L,1,4/18/2024,16:33:08
180032-1,1,Be,1,0.000,mg/L,1,4/18/2024,16:33:08
180032-1,1,Ca,1,155.000,mg/L,1,4/18/2024,16:33:08
180032-1,1,Co,1,0.0003,mg/L,1,4/18/2024,16:33:08
180032-1,1,Cr,1,0.0007,mg/L,1,4/18/2024,16:33:08
180032-1,1,Cu,1,0.061,mg/L,1,4/18/2024,16:33:08
180032-1,1,Fe,1,0.111,mg/L,1,4/18/2024,16:33:08
180032-1,1,K,1,4.00,mg/L,1,4/18/2024,16:33:08
180032-1,1,La,1,Uncal,mg/L,1,4/18/2024,16:33:08
180032-1,1,Mg,1,67.24,mg/L,1,4/18/2024,16:33:08
180032-1,1,Mn,1,0.025,mg/L,1,4/18/2024,16:33:08
180032-1,1,Mo,1,0.001,mg/L,1,4/18/2024,16:33:08
180032-1,1,Na,1,249.88,mg/L,1,4/18/2024,16:33:08
180032-1,1,Ni,1,0.003,mg/L,1,4/18/2024,16:33:08
180032-1,1,P,1,0.005,mg/L,1,4/18/2024,16:33:08
180032-1,1,S,1,51.29,mg/L,1,4/18/2024,16:33:08
180032-1,1,Sc,1,Uncal,mg/L,1,4/18/2024,16:33:08
180032-1,1,Si,1,24.400,mg/L,1,4/18/2024,16:33:08
180032-1,1,Sn,1,0.010,mg/L,1,4/18/2024,16:33:08
180032-1,1,Sr,1,1.28,mg/L,1,4/18/2024,16:33:08
180032-1,1,Ti,1,0.000,mg/L,1,4/18/2024,16:33:08
180032-1,1,V,1,0.002,mg/L,1,4/18/2024,16:33:08
180032-1,1,W,1,0.004,mg/L,1,4/18/2024,16:33:08
180032-1,1,Zn,1,0.3420,mg/L,1,4/18/2024,16:33:08
180004-1,1,Ag,1,0.000,mg/L,1,4/18/2024,16:35:50
180004-1,1,Al,1,0.204,mg/L,1,4/18/2024,16:35:50
180004-1,1,Au,1,Uncal,mg/L,1,4/18/2024,16:35:50
180004-1,1,B,1,0.622,mg/L,1,4/18/2024,16:35:50
180004-1,1,Ba,1,0.0030,mg/L,1,4/18/2024,16:35:50
180004-1,1,Be,1,-0.001,mg/L,1,4/18/2024,16:35:50
180004-1,1,Ca,1,2.920,mg/L,1,4/18/2024,16:35:50
180004-1,1,Co,1,0.0002,mg/L,1,4/18/2024,16:35:50
180004-1,1,Cr,1,0.0006,mg/L,1,4/18/2024,16:35:50
180004-1,1,Cu,1,0.017,mg/L,1,4/18/2024,16:35:50
180004-1,1,Fe,1,0.358,mg/L,1,4/18/2024,16:35:50
180004-1,1,K,1,0.37,mg/L,1,4/18/2024,16:35:50
180004-1,1,La,1,Uncal,mg/L,1,4/18/2024,16:35:50
180004-1,1,Mg,1,1.22,mg/L,1,4/18/2024,16:35:50
180004-1,1,Mn,1,0.004,mg/L,1,4/18/2024,16:35:50
180004-1,1,Mo,1,0.000,mg/L,1,4/18/2024,16:35:50
180004-1,1,Na,1,3.20,mg/L,1,4/18/2024,16:35:50
180004-1,1,Ni,1,0.000,mg/L,1,4/18/2024,16:35:50
180004-1,1,P,1,0.003,mg/L,1,4/18/2024,16:35:50
180004-1,1,S,1,0.34,mg/L,1,4/18/2024,16:35:50
180004-1,1,Sc,1,Uncal,mg/L,1,4/18/2024,16:35:50
180004-1,1,Si,1,7.730,mg/L,1,4/18/2024,16:35:50
180004-1,1,Sn,1,0.000,mg/L,1,4/18/2024,16:35:50
180004-1,1,Sr,1,0.01,mg/L,1,4/18/2024,16:35:50
180004-1,1,Ti,1,0.001,mg/L,1,4/18/2024,16:35:50
180004-1,1,V,1,0.000,mg/L,1,4/18/2024,16:35:50
180004-1,1,W,1,0.000,mg/L,1,4/18/2024,16:35:50
180004-1,1,Zn,1,0.0181,mg/L,1,4/18/2024,16:35:50
180034-1,1,Ag,1,0.000,mg/L,1,4/18/2024,16:38:33
180034-1,1,Al,1,0.207,mg/L,1,4/18/2024,16:38:33
180034-1,1,Au,1,Uncal,mg/L,1,4/18/2024,16:38:33
180034-1,1,B,1,0.883,mg/L,1,4/18/2024,16:38:33
180034-1,1,Ba,1,0.0030,mg/L,1,4/18/2024,16:38:33
180034-1,1,Be,1,0.000,mg/L,1,4/18/2024,16:38:33
180034-1,1,Ca,1,5.110,mg/L,1,4/18/2024,16:38:33
180034-1,1,Co,1,0.0000,mg/L,1,4/18/2024,16:38:33
180034-1,1,Cr,1,0.0007,mg/L,1,4/18/2024,16:38:33
180034-1,1,Cu,1,0.110,mg/L,1,4/18/2024,16:38:33
180034-1,1,Fe,1,0.335,mg/L,1,4/18/2024,16:38:33
180034-1,1,K,1,0.65,mg/L,1,4/18/2024,16:38:33
180034-1,1,La,1,Uncal,mg/L,1,4/18/2024,16:38:33
180034-1,1,Mg,1,0.72,mg/L,1,4/18/2024,16:38:33
180034-1,1,Mn,1,0.005,mg/L,1,4/18/2024,16:38:33
180034-1,1,Mo,1,0.000,mg/L,1,4/18/2024,16:38:33
180034-1,1,Na,1,13.03,mg/L,1,4/18/2024,16:38:33
180034-1,1,Ni,1,0.000,mg/L,1,4/18/2024,16:38:33
180034-1,1,P,1,0.006,mg/L,1,4/18/2024,16:38:33
180034-1,1,S,1,0.27,mg/L,1,4/18/2024,16:38:33
180034-1,1,Sc,1,Uncal,mg/L,1,4/18/2024,16:38:33
180034-1,1,Si,1,3.510,mg/L,1,4/18/2024,16:38:33
180034-1,1,Sn,1,-0.006,mg/L,1,4/18/2024,16:38:33
180034-1,1,Sr,1,0.01,mg/L,1,4/18/2024,16:38:33
180034-1,1,Ti,1,0.001,mg/L,1,4/18/2024,16:38:33
180034-1,1,V,1,0.000,mg/L,1,4/18/2024,16:38:33
180034-1,1,W,1,0.001,mg/L,1,4/18/2024,16:38:33
180034-1,1,Zn,1,0.0084,mg/L,1,4/18/2024,16:38:33
180034-2,1,Ag,1,0.000,mg/L,1,4/18/2024,16:41:16
180034-2,1,Al,1,0.191,mg/L,1,4/18/2024,16:41:16
180034-2,1,Au,1,Uncal,mg/L,1,4/18/2024,16:41:16
180034-2,1,B,1,0.872,mg/L,1,4/18/2024,16:41:16
180034-2,1,Ba,1,0.0032,mg/L,1,4/18/2024,16:41:16
180034-2,1,Be,1,-0.001,mg/L,1,4/18/2024,16:41:16
180034-2,1,Ca,1,5.660,mg/L,1,4/18/2024,16:41:16
180034-2,1,Co,1,0.0002,mg/L,1,4/18/2024,16:41:16
180034-2,1,Cr,1,0.0019,mg/L,1,4/18/2024,16:41:16
180034-2,1,Cu,1,0.021,mg/L,1,4/18/2024,16:41:16
180034-2,1,Fe,1,0.409,mg/L,1,4/18/2024,16:41:16
180034-2,1,K,1,0.71,mg/L,1,4/18/2024,16:41:16
180034-2,1,La,1,Uncal,mg/L,1,4/18/2024,16:41:16
180034-2,1,Mg,1,0.80,mg/L,1,4/18/2024,16:41:16
180034-2,1,Mn,1,0.005,mg/L,1,4/18/2024,16:41:16
180034-2,1,Mo,1,0.001,mg/L,1,4/18/2024,16:41:16
180034-2,1,Na,1,14.43,mg/L,1,4/18/2024,16:41:16
180034-2,1,Ni,1,0.001,mg/L,1,4/18/2024,16:41:16
180034-2,1,P,1,0.002,mg/L,1,4/18/2024,16:41:16
180034-2,1,S,1,0.30,mg/L,1,4/18/2024,16:41:16
180034-2,1,Sc,1,Uncal,mg/L,1,4/18/2024,16:41:16
180034-2,1,Si,1,3.810,mg/L,1,4/18/2024,16:41:16
180034-2,1,Sn,1,-0.004,mg/L,1,4/18/2024,16:41:16
180034-2,1,Sr,1,0.01,mg/L,1,4/18/2024,16:41:16
180034-2,1,Ti,1,0.001,mg/L,1,4/18/2024,16:41:16
180034-2,1,V,1,0.000,mg/L,1,4/18/2024,16:41:16
180034-2,1,W,1,0.001,mg/L,1,4/18/2024,16:41:16
180034-2,1,Zn,1,0.0140,mg/L,1,4/18/2024,16:41:16
180034-3,1,Ag,1,0.000,mg/L,1,4/18/2024,16:43:57
180034-3,1,Al,1,0.195,mg/L,1,4/18/2024,16:43:57
180034-3,1,Au,1,Uncal,mg/L,1,4/18/2024,16:43:57
180034-3,1,B,1,0.931,mg/L,1,4/18/2024,16:43:57
180034-3,1,Ba,1,0.0030,mg/L,1,4/18/2024,16:43:57
180034-3,1,Be,1,-0.001,mg/L,1,4/18/2024,16:43:57
180034-3,1,Ca,1,5.900,mg/L,1,4/18/2024,16:43:57
180034-3,1,Co,1,0.0001,mg/L,1,4/18/2024,16:43:57
180034-3,1,Cr,1,0.0114,mg/L,1,4/18/2024,16:43:57
180034-3,1,Cu,1,0.024,mg/L,1,4/18/2024,16:43:57
180034-3,1,Fe,1,0.525,mg/L,1,4/18/2024,16:43:57
180034-3,1,K,1,0.80,mg/L,1,4/18/2024,16:43:57
180034-3,1,La,1,Uncal,mg/L,1,4/18/2024,16:43:57
180034-3,1,Mg,1,0.78,mg/L,1,4/18/2024,16:43:57
180034-3,1,Mn,1,0.006,mg/L,1,4/18/2024,16:43:57
180034-3,1,Mo,1,0.002,mg/L,1,4/18/2024,16:43:57
180034-3,1,Na,1,16.89,mg/L,1,4/18/2024,16:43:57
180034-3,1,Ni,1,0.005,mg/L,1,4/18/2024,16:43:57
180034-3,1,P,1,0.002,mg/L,1,4/18/2024,16:43:57
180034-3,1,S,1,0.30,mg/L,1,4/18/2024,16:43:57
180034-3,1,Sc,1,Uncal,mg/L,1,4/18/2024,16:43:57
180034-3,1,Si,1,3.670,mg/L,1,4/18/2024,16:43:57
180034-3,1,Sn,1,0.006,mg/L,1,4/18/2024,16:43:57
180034-3,1,Sr,1,0.01,mg/L,1,4/18/2024,16:43:57
180034-3,1,Ti,1,0.001,mg/L,1,4/18/2024,16:43:57
180034-3,1,V,1,0.001,mg/L,1,4/18/2024,16:43:57
180034-3,1,W,1,0.001,mg/L,1,4/18/2024,16:43:57
180034-3,1,Zn,1,0.0643,mg/L,1,4/18/2024,16:43:57
180034-4,1,Ag,1,0.000,mg/L,1,4/18/2024,16:46:40
180034-4,1,Al,1,0.197,mg/L,1,4/18/2024,16:46:40
180034-4,1,Au,1,Uncal,mg/L,1,4/18/2024,16:46:40
180034-4,1,B,1,0.885,mg/L,1,4/18/2024,16:46:40
180034-4,1,Ba,1,0.0034,mg/L,1,4/18/2024,16:46:40
180034-4,1,Be,1,-0.001,mg/L,1,4/18/2024,16:46:40
180034-4,1,Ca,1,5.690,mg/L,1,4/18/2024,16:46:40
180034-4,1,Co,1,0.0001,mg/L,1,4/18/2024,16:46:40
180034-4,1,Cr,1,0.0010,mg/L,1,4/18/2024,16:46:40
180034-4,1,Cu,1,0.055,mg/L,1,4/18/2024,16:46:40
180034-4,1,Fe,1,0.453,mg/L,1,4/18/2024,16:46:40
180034-4,1,K,1,0.71,mg/L,1,4/18/2024,16:46:40
180034-4,1,La,1,Uncal,mg/L,1,4/18/2024,16:46:40
180034-4,1,Mg,1,0.80,mg/L,1,4/18/2024,16:46:40
180034-4,1,Mn,1,0.005,mg/L,1,4/18/2024,16:46:40
180034-4,1,Mo,1,0.000,mg/L,1,4/18/2024,16:46:40
180034-4,1,Na,1,14.50,mg/L,1,4/18/2024,16:46:40
180034-4,1,Ni,1,0.000,mg/L,1,4/18/2024,16:46:40
180034-4,1,P,1,0.004,mg/L,1,4/18/2024,16:46:40
180034-4,1,S,1,0.30,mg/L,1,4/18/2024,16:46:40
180034-4,1,Sc,1,Uncal,mg/L,1,4/18/2024,16:46:40
180034-4,1,Si,1,3.820,mg/L,1,4/18/2024,16:46:40
180034-4,1,Sn,1,0.007,mg/L,1,4/18/2024,16:46:40
180034-4,1,Sr,1,0.01,mg/L,1,4/18/2024,16:46:40
180034-4,1,Ti,1,0.001,mg/L,1,4/18/2024,16:46:40
180034-4,1,V,1,0.000,mg/L,1,4/18/2024,16:46:40
180034-4,1,W,1,0.002,mg/L,1,4/18/2024,16:46:40
180034-4,1,Zn,1,0.0123,mg/L,1,4/18/2024,16:46:40
180038-1,1,Ag,1,0.000,mg/L,1,4/18/2024,16:49:22
180038-1,1,Al,1,0.174,mg/L,1,4/18/2024,16:49:22
180038-1,1,Au,1,Uncal,mg/L,1,4/18/2024,16:49:22
180038-1,1,B,1,0.644,mg/L,1,4/18/2024,16:49:22
180038-1,1,Ba,1,0.0074,mg/L,1,4/18/2024,16:49:22
180038-1,1,Be,1,0.000,mg/L,1,4/18/2024,16:49:22
180038-1,1,Ca,1,13.300,mg/L,1,4/18/2024,16:49:22
180038-1,1,Co,1,0.0002,mg/L,1,4/18/2024,16:49:22
180038-1,1,Cr,1,0.0003,mg/L,1,4/18/2024,16:49:22
180038-1,1,Cu,1,0.001,mg/L,1,4/18/2024,16:49:22
180038-1,1,Fe,1,0.135,mg/L,1,4/18/2024,16:49:22
180038-1,1,K,1,0.18,mg/L,1,4/18/2024,16:49:22
180038-1,1,La,1,Uncal,mg/L,1,4/18/2024,16:49:22
180038-1,1,Mg,1,0.90,mg/L,1,4/18/2024,16:49:22
180038-1,1,Mn,1,0.001,mg/L,1,4/18/2024,16:49:22
180038-1,1,Mo,1,0.001,mg/L,1,4/18/2024,16:49:22
180038-1,1,Na,1,2.07,mg/L,1,4/18/2024,16:49:22
180038-1,1,Ni,1,-0.001,mg/L,1,4/18/2024,16:49:22
180038-1,1,P,1,0.002,mg/L,1,4/18/2024,16:49:22
180038-1,1,S,1,0.58,mg/L,1,4/18/2024,16:49:22
180038-1,1,Sc,1,Uncal,mg/L,1,4/18/2024,16:49:22
180038-1,1,Si,1,5.670,mg/L,1,4/18/2024,16:49:22
180038-1,1,Sn,1,-0.004,mg/L,1,4/18/2024,16:49:22
180038-1,1,Sr,1,0.03,mg/L,1,4/18/2024,16:49:22
180038-1,1,Ti,1,0.000,mg/L,1,4/18/2024,16:49:22
180038-1,1,V,1,0.001,mg/L,1,4/18/2024,16:49:22
180038-1,1,W,1,0.002,mg/L,1,4/18/2024,16:49:22
180038-1,1,Zn,1,0.0035,mg/L,1,4/18/2024,16:49:22
180038-2,1,Ag,1,0.000,mg/L,1,4/18/2024,16:52:04
180038-2,1,Al,1,0.218,mg/L,1,4/18/2024,16:52:04
180038-2,1,Au,1,Uncal,mg/L,1,4/18/2024,16:52:04
180038-2,1,B,1,0.739,mg/L,1,4/18/2024,16:52:04
180038-2,1,Ba,1,0.0084,mg/L,1,4/18/2024,16:52:04
180038-2,1,Be,1,0.000,mg/L,1,4/18/2024,16:52:04
180038-2,1,Ca,1,7.430,mg/L,1,4/18/2024,16:52:04
180038-2,1,Co,1,0.0000,mg/L,1,4/18/2024,16:52:04
180038-2,1,Cr,1,0.0002,mg/L,1,4/18/2024,16:52:04
180038-2,1,Cu,1,0.001,mg/L,1,4/18/2024,16:52:04
180038-2,1,Fe,1,0.129,mg/L,1,4/18/2024,16:52:04
180038-2,1,K,1,0.22,mg/L,1,4/18/2024,16:52:04
180038-2,1,La,1,Uncal,mg/L,1,4/18/2024,16:52:04
180038-2,1,Mg,1,0.82,mg/L,1,4/18/2024,16:52:04
180038-2,1,Mn,1,0.006,mg/L,1,4/18/2024,16:52:04
180038-2,1,Mo,1,0.000,mg/L,1,4/18/2024,16:52:04
180038-2,1,Na,1,1.77,mg/L,1,4/18/2024,16:52:04
180038-2,1,Ni,1,0.000,mg/L,1,4/18/2024,16:52:04
180038-2,1,P,1,0.003,mg/L,1,4/18/2024,16:52:04
180038-2,1,S,1,0.36,mg/L,1,4/18/2024,16:52:04
180038-2,1,Sc,1,Uncal,mg/L,1,4/18/2024,16:52:04
180038-2,1,Si,1,5.180,mg/L,1,4/18/2024,16:52:04
180038-2,1,Sn,1,-0.004,mg/L,1,4/18/2024,16:52:04
180038-2,1,Sr,1,0.02,mg/L,1,4/18/2024,16:52:04
180038-2,1,Ti,1,0.001,mg/L,1,4/18/2024,16:52:04
180038-2,1,V,1,0.000,mg/L,1,4/18/2024,16:52:04
180038-2,1,W,1,-0.001,mg/L,1,4/18/2024,16:52:04
180038-2,1,Zn,1,0.0037,mg/L,1,4/18/2024,16:52:04
180039-1,1,Ag,1,0.000,mg/L,1,4/18/2024,16:54:47
180039-1,1,Al,1,0.473,mg/L,1,4/18/2024,16:54:47
180039-1,1,Au,1,Uncal,mg/L,1,4/18/2024,16:54:47
180039-1,1,B,1,0.763,mg/L,1,4/18/2024,16:54:47
180039-1,1,Ba,1,0.0085,mg/L,1,4/18/2024,16:54:47
180039-1,1,Be,1,0.000,mg/L,1,4/18/2024,16:54:47
180039-1,1,Ca,1,23.600,mg/L,1,4/18/2024,16:54:47
180039-1,1,Co,1,0.0004,mg/L,1,4/18/2024,16:54:47
180039-1,1,Cr,1,0.0011,mg/L,1,4/18/2024,16:54:47
180039-1,1,Cu,1,0.004,mg/L,1,4/18/2024,16:54:47
180039-1,1,Fe,1,1.380,mg/L,1,4/18/2024,16:54:47
180039-1,1,K,1,1.74,mg/L,1,4/18/2024,16:54:47
180039-1,1,La,1,Uncal,mg/L,1,4/18/2024,16:54:47
180039-1,1,Mg,1,6.10,mg/L,1,4/18/2024,16:54:47
180039-1,1,Mn,1,0.337,mg/L,1,4/18/2024,16:54:47
180039-1,1,Mo,1,0.002,mg/L,1,4/18/2024,16:54:47
180039-1,1,Na,1,9.93,mg/L,1,4/18/2024,16:54:47
180039-1,1,Ni,1,0.001,mg/L,1,4/18/2024,16:54:47
180039-1,1,P,1,1.870,mg/L,1,4/18/2024,16:54:47
180039-1,1,S,1,0.15,mg/L,1,4/18/2024,16:54:47
180039-1,1,Sc,1,Uncal,mg/L,1,4/18/2024,16:54:47
180039-1,1,Si,1,29.100,mg/L,1,4/18/2024,16:54:47
180039-1,1,Sn,1,-0.001,mg/L,1,4/18/2024,16:54:47
180039-1,1,Sr,1,0.13,mg/L,1,4/18/2024,16:54:47
180039-1,1,Ti,1,0.024,mg/L,1,4/18/2024,16:54:47
180039-1,1,V,1,0.004,mg/L,1,4/18/2024,16:54:47
180039-1,1,W,1,0.001,mg/L,1,4/18/2024,16:54:47
180039-1,1,Zn,1,0.0060,mg/L,1,4/18/2024,16:54:47
180046-1,1,Ag,1,0.000,mg/L,1,4/18/2024,16:57:29
180046-1,1,Al,1,0.298,mg/L,1,4/18/2024,16:57:29
180046-1,1,Au,1,Uncal,mg/L,1,4/18/2024,16:57:29
180046-1,1,B,1,2.310,mg/L,1,4/18/2024,16:57:29
180046-1,1,Ba,1,0.0029,mg/L,1,4/18/2024,16:57:29
180046-1,1,Be,1,0.000,mg/L,1,4/18/2024,16:57:29
180046-1,1,Ca,1,1.270,mg/L,1,4/18/2024,16:57:29
180046-1,1,Co,1,0.0002,mg/L,1,4/18/2024,16:57:29
180046-1,1,Cr,1,0.0002,mg/L,1,4/18/2024,16:57:29
180046-1,1,Cu,1,0.012,mg/L,1,4/18/2024,16:57:29
180046-1,1,Fe,1,0.127,mg/L,1,4/18/2024,16:57:29
180046-1,1,K,1,0.36,mg/L,1,4/18/2024,16:57:29
180046-1,1,La,1,Uncal,mg/L,1,4/18/2024,16:57:29
180046-1,1,Mg,1,0.03,mg/L,1,4/18/2024,16:57:29
180046-1,1,Mn,1,0.002,mg/L,1,4/18/2024,16:57:29
180046-1,1,Mo,1,0.001,mg/L,1,4/18/2024,16:57:29
180046-1,1,Na,1,102.68,mg/L,1,4/18/2024,16:57:29
180046-1,1,Ni,1,-0.001,mg/L,1,4/18/2024,16:57:29
180046-1,1,P,1,0.024,mg/L,1,4/18/2024,16:57:29
180046-1,1,S,1,1.35,mg/L,1,4/18/2024,16:57:29
180046-1,1,Sc,1,Uncal,mg/L,1,4/18/2024,16:57:29
180046-1,1,Si,1,12.500,mg/L,1,4/18/2024,16:57:29
180046-1,1,Sn,1,0.001,mg/L,1,4/18/2024,16:57:29
180046-1,1,Sr,1,0.01,mg/L,1,4/18/2024,16:57:29
180046-1,1,Ti,1,0.002,mg/L,1,4/18/2024,16:57:29
180046-1,1,V,1,0.001,mg/L,1,4/18/2024,16:57:29
180046-1,1,W,1,0.007,mg/L,1,4/18/2024,16:57:29
180046-1,1,Zn,1,0.0089,mg/L,1,4/18/2024,16:57:29
180048-1,1,Ag,1,0.000,mg/L,1,4/18/2024,17:00:11
180048-1,1,Al,1,0.191,mg/L,1,4/18/2024,17:00:11
180048-1,1,Au,1,Uncal,mg/L,1,4/18/2024,17:00:11
180048-1,1,B,1,0.693,mg/L,1,4/18/2024,17:00:11
180048-1,1,Ba,1,0.0362,mg/L,1,4/18/2024,17:00:11
180048-1,1,Be,1,0.000,mg/L,1,4/18/2024,17:00:11
180048-1,1,Ca,1,32.900,mg/L,1,4/18/2024,17:00:11
180048-1,1,Co,1,0.0000,mg/L,1,4/18/2024,17:00:11
180048-1,1,Cr,1,0.0008,mg/L,1,4/18/2024,17:00:11
180048-1,1,Cu,1,0.002,mg/L,1,4/18/2024,17:00:11
180048-1,1,Fe,1,0.291,mg/L,1,4/18/2024,17:00:11
180048-1,1,K,1,1.05,mg/L,1,4/18/2024,17:00:11
180048-1,1,La,1,Uncal,mg/L,1,4/18/2024,17:00:11
180048-1,1,Mg,1,13.54,mg/L,1,4/18/2024,17:00:11
180048-1,1,Mn,1,0.015,mg/L,1,4/18/2024,17:00:11
180048-1,1,Mo,1,0.001,mg/L,1,4/18/2024,17:00:11
180048-1,1,Na,1,9.38,mg/L,1,4/18/2024,17:00:11
180048-1,1,Ni,1,0.000,mg/L,1,4/18/2024,17:00:11
180048-1,1,P,1,0.025,mg/L,1,4/18/2024,17:00:11
180048-1,1,S,1,1.90,mg/L,1,4/18/2024,17:00:11
180048-1,1,Sc,1,Uncal,mg/L,1,4/18/2024,17:00:11
180048-1,1,Si,1,19.800,mg/L,1,4/18/2024,17:00:11
180048-1,1,Sn,1,0.008,mg/L,1,4/18/2024,17:00:11
180048-1,1,Sr,1,0.11,mg/L,1,4/18/2024,17:00:11
180048-1,1,Ti,1,0.000,mg/L,1,4/18/2024,17:00:11
180048-1,1,V,1,0.008,mg/L,1,4/18/2024,17:00:11
180048-1,1,W,1,0.001,mg/L,1,4/18/2024,17:00:11
180048-1,1,Zn,1,0.0079,mg/L,1,4/18/2024,17:00:11
180050-1,1,Ag,1,0.000,mg/L,1,4/18/2024,17:02:52
180050-1,1,Al,1,0.407,mg/L,1,4/18/2024,17:02:52
180050-1,1,Au,1,Uncal,mg/L,1,4/18/2024,17:02:52
180050-1,1,B,1,0.810,mg/L,1,4/18/2024,17:02:52
180050-1,1,Ba,1,0.0801,mg/L,1,4/18/2024,17:02:52
180050-1,1,Be,1,0.000,mg/L,1,4/18/2024,17:02:52
180050-1,1,Ca,1,8.850,mg/L,1,4/18/2024,17:02:52
180050-1,1,Co,1,0.0002,mg/L,1,4/18/2024,17:02:52
180050-1,1,Cr,1,0.0007,mg/L,1,4/18/2024,17:02:52
180050-1,1,Cu,1,0.002,mg/L,1,4/18/2024,17:02:52
180050-1,1,Fe,1,0.502,mg/L,1,4/18/2024,17:02:52
180050-1,1,K,1,1.31,mg/L,1,4/18/2024,17:02:52
180050-1,1,La,1,Uncal,mg/L,1,4/18/2024,17:02:52
180050-1,1,Mg,1,0.92,mg/L,1,4/18/2024,17:02:52
180050-1,1,Mn,1,0.017,mg/L,1,4/18/2024,17:02:52
180050-1,1,Mo,1,0.011,mg/L,1,4/18/2024,17:02:52
180050-1,1,Na,1,99.32,mg/L,1,4/18/2024,17:02:52
180050-1,1,Ni,1,0.000,mg/L,1,4/18/2024,17:02:52
180050-1,1,P,1,0.655,mg/L,1,4/18/2024,17:02:52
180050-1,1,S,1,0.81,mg/L,1,4/18/2024,17:02:52
180050-1,1,Sc,1,Uncal,mg/L,1,4/18/2024,17:02:52
180050-1,1,Si,1,10.100,mg/L,1,4/18/2024,17:02:52
180050-1,1,Sn,1,0.011,mg/L,1,4/18/2024,17:02:52
180050-1,1,Sr,1,0.31,mg/L,1,4/18/2024,17:02:52
180050-1,1,Ti,1,0.004,mg/L,1,4/18/2024,17:02:52
180050-1,1,V,1,0.001,mg/L,1,4/18/2024,17:02:52
180050-1,1,W,1,0.001,mg/L,1,4/18/2024,17:02:52
180050-1,1,Zn,1,0.0201,mg/L,1,4/18/2024,17:02:52
180051-1,1,Ag,1,0.000,mg/L,1,4/18/2024,17:05:34
180051-1,1,Al,1,0.213,mg/L,1,4/18/2024,17:05:34
180051-1,1,Au,1,Uncal,mg/L,1,4/18/2024,17:05:34
180051-1,1,B,1,1.100,mg/L,1,4/18/2024,17:05:34
180051-1,1,Ba,1,0.0757,mg/L,1,4/18/2024,17:05:34
